index,ngram,sentences,replace,error,replacement
885,3,"Purpose: Evaluation of genetic risk in germ cells is still matter of research, mainly due to their role in the transmission of genetic information from one generation to another.","['role', 'in', 'the']",insert_determiner_verb_form_change,"['role', 'in', 'in', 'the']"
1002,3,Methods: This cross-sectional study was conducted from January to December 2016 among 250 school age children residing in an urban resettlement colony of East Delhi.,"['study', 'was', 'conducted']",insert_determiner_verb_form_change,"['it', 'studying', 'was', 'conducted']"
434,3,"CONCLUSIONS: s The changes of the number and content of the mental health assistance hotline calls reflected that the public mental health status experienced four stages during the pandemic: confusion, panic, boredom, and adjustment.","['the', 'mental', 'health']",remove_words,"['mental', 'health']"
1671,3,Probabilistic analysis of features on SBCE were used to predict severity of duodenal histology and to distinguish between CD and SNVA.,"['were', 'used', 'to']",spelling_errors,"['were', 'used', 'to']"
1183,3,It shows that our novel predictor performs great accurate for identification of AIEs as well as existing outstanding prediction tools.,"['as', 'well', 'as']",split_words,"['as', 'well', 'as']"
257,3,"The results showed that ""public's understanding-support willingness-implement willingness"" regarding mandatory waste separation policy was characterized by a U-shaped response.","['The', 'results', 'showed']",punctuation_braces,"['The', 'results ( ', 'showed']"
1652,3,"We identified significant differences in the blockade currents, as the applied voltage across the nanopore facilitated the duplex capture inside the nanopore's vestibule against the constriction region, subsequent cDNA strand insertion inside the nanopore's beta-barrel past the constriction site, its complete unzip from the duplex, and translocation.","['significant', 'differences', 'in']",split_words,"['significant', 'differences', 'in']"
80,3,Herbal derivatives in the management of mouth opening in oral submucous fibrosis-A network meta-analysis.,"['in', 'the', 'management']",insert_determiner_verb_form_change,"['in', 'the', 'being', 'management']"
1120,3,Whether the effects of vitamin D deficiency during this event represent separate or interrelated activities with cardiopulmonary bypass is an important question to address and prospective randomized studies are necessary to confirm these results.,"['the', 'effects', 'of']",duplication,"['the', 'effects', 'of of']"
1653,3,"CONCLUSION: Increased MPV change in the postoperative period was associated with both increased risk and severity of AKI, but not mortality.","['and', 'severity', 'of']",spelling_errors,"['and', 'severity', 'of']"
1113,3,The aim of this study was to examine which epidemics and serious diseases can be effectively proven for Ancient Egypt through mummies and historical source texts.,"['aim', 'of', 'this']",dictionary_replacement_phrase_order_change,"['of', 'aim', 'this']"
1,3,"However, little is known about the role of LA in cognitive impairment in neurodegeneration and disease.","['little', 'is', 'known']",split_words,"['little', 'is', 'known']"
1119,3,"Furthermore, compared to the SAD patients, the MDD patients showed increased characteristic path length, reduced global efficiency, and decreased nodal centralities and morphological connections in the right middle occipital gyrus and the right postcentral gyrus.","['compared', 'to', 'the']",duplication,"['compared', 'to to', 'the']"
1882,3,RESULTS: The plasma vWF levels examined at 24 h and 48 h after admission were significantly higher in CAD patients with MACEs than those without.,"['significantly', 'higher', 'in']",verb_form_change_phrase_order_change,"['significantly', 'in', 'higher']"
1907,3,"In vitro digestion study showed the ability of Type II-LC and Type IIIA-MC to support continued solubilization of RTV, and moderate supersaturation was observed in Type IIIA-MC.","['was', 'observed', 'in']",remove_words,"['observed', 'in']"
1737,3,CONCLUSIONS: The enhanced IYCF-SQ-LNS intervention using the existing health care delivery platform was associated with a reduction in prevalence of anemia and improvement in mean hemoglobin.,"['associated', 'with', 'a']",spelling_errors,"['associated', 'with', 'a']"
746,3,The aim of this study was to assess the influence of maternal risk factors and prescription drugs in early pregnancy on the risk of omphalocele.,"['aim', 'of', 'this']",verb_form_change_insert_determiner,"['aims', 'from', 'of', 'this']"
1473,3,This study provides a simple but powerful framework for advancing SI in mainstream cereal production systems based on cost-effective modifications to existing agronomic experiments.,"['This', 'study', 'provides']",verb_form_change_phrase_order_change,"['This', 'provides', 'studies']"
993,3,"Trainee eye gaze metrics included: longer interpretation time, 36.5 s (SD = 6.2 vs. 31.4 s) (SD = 4.2) (p = 0.024), higher visit count, 17.38 visits (SD = 5.13) versus 12.18 visits(SD = 2.64) (p = 0.01), higher proportion of fixation, 57.0 per cent (SD = 5) versus 50.5 per cent (SD = 5) (p = 0.05) and shorter time to first fixation, 0.232 s (SD = 0.10) versus 0.821 s (SD = 0.77) (p = 0.001), respectively.","['s', '(SD', '=']",remove_words,"['(SD', '=']"
948,3,A total of 190 key informants for DR and DM services from 47 districts were interviewed.,"['A', 'total', 'of']",verb_form_change_insert_determiner,"['A', 'totaling', 'to', 'of']"
1670,3,There were no differences in endocan serum level in preeclampsia subgroups: early-onset versus late-onset and mild versus severe preeclampsia.Conclusions: Endocan is not involved in the pathogenesis of hypertensive disorders in pregnant women and could not be regarded as a marker of endothelial dysfunction in these cases.,"['There', 'were', 'no']",verb_form_change_phrase_order_change,"['am', 'There', 'no']"
937,3,We reviewed the records of 723 patients who had microsurgical varicocelectomy and diagnostic testicular biopsy between 2012 and 2016 at a tertiary medical centre.,"['patients', 'who', 'had']",split_words,"['patients', 'who', 'had']"
704,3,"In total, 51 family members and 44 care staff completed surveys or participated to understand their perspectives of residents' capacity to exercise, as well as their perceptions of the impact of the program.","['the', 'impact', 'of']",insert_determiner,"['the', 'were', 'impact', 'of']"
249,3,CONCLUSION: There is no scientific support for filum terminale sectioning in patients with CM without evidence of tethered cord.,"['CONCLUSION:', 'There', 'is']",remove_words,"['CONCLUSION:', 'There']"
1640,3,The findings suggest that the public in Great Britain is much more aware of public promotion of the risks of sunlight exposure than its benefits.,"['findings', 'suggest', 'that']",dictionary_replacement_phrase_order_change,"['findings', 'that', 'suggest']"
804,3,"RESULTS: No significant difference in diagnostic yield was detected in the two groups, with frame-based biopsy having a diagnostic yield of 91.4% and Remebot robot-assisted frameless brain biopsy having a diagnostic yield of 93.5%.","['significant', 'difference', 'in']",punctuations,"['significant;', 'difference', 'in']"
181,3,"However, the frequency and severity of the adverse reactions have not been well elucidated.","['severity', 'of', 'the']",insert_determiner_verb_form_change,"['severity', 'of', 'it', 'the']"
527,3,"After written informed consent had been obtained from study participants, a structured questionnaire was used to survey research participants.","['was', 'used', 'to']",phrase_order_change,"['used', 'was', 'to']"
306,3,The question is how to optimize the sequence of lobectomy and sublobectomy for patients with SMPLC.,"['for', 'patients', 'with']",dictionary_replacement_phrase_order_change,"['for', 'with', 'patients']"
1962,3,We merged data from the survey with data from the New York City HIV Surveillance Registry and a programmatic database to obtain client sociodemographic and clinical characteristics and reported history of social vulnerabilities.,"['data', 'from', 'the']",spelling_errors,"['data', 'from', 'the']"
1242,3,"Any apparent differences in test accuracy may not be attributable to the tests, and may have been caused by known differences in the studies, latent characteristics or chance.","['differences', 'in', 'the']",split_words,"['differences', 'in', 'the']"
290,3,"In vivo single unit recording revealed that the burst firing of putative dopamine neurons in substantia nigra pars compacta was significantly higher in the post-pubertal stage of the EGF model than in that of control mice; in contrast, this difference was not observed in the pre-pubertal stage.","['was', 'significantly', 'higher']",verb_form_change_phrase_order_change,"['are', 'higher', 'significantly']"
461,3,"In this article, we attempt to characterize the widespread trade in pet macaques in Vietnam.","['to', 'characterize', 'the']",spelling_errors,"['to', 'characterize', 'the']"
134,3,"The study aimed to understand the lived experiences of individuals with disability who are regular participants in the Yoga for Everyone class to inform future research, intervention and community programs.Methods: A phenomenological qualitative approach utilized semi-structured interviews and class observations.","['participants', 'in', 'the']",dictionary_replacement_phrase_order_change,"['participants', 'the', 'in']"
1475,3,Results: Four patients in the series experienced a sacral fracture and one experienced hardware failure.,"['patients', 'in', 'the']",verb_form_change_insert_determiner,"['patients', 'to', 'in', 'the']"
898,3,"CONCLUSION: A novel prognostic signature for HCC was developed and validated in the study, which may be beneficial to improve the treatment strategy of HCC.","['which', 'may', 'be']",insert_determiner_verb_form_change,"['which', 'to', 'might', 'be']"
